id,SalePrice
1461,121585.99316685308
1462,161304.5537206361
1463,182113.11503288161
1464,199176.53244861178
1465,198502.13075740307
1466,170591.25197811695
1467,181106.88600278355
1468,167596.92120906324
1469,191657.55013396186
1470,120152.17319307067
1471,190482.56537726847
1472,107372.5545934519
1473,97758.78817523924
1474,139325.46335227374
1475,104338.9524076088
1476,361785.53123290517
1477,255895.05747806325
1478,314552.3012082031
1479,288234.34886435256
1480,534512.2401607725
1481,329750.73510469776
1482,219614.27752186242
1483,177734.20632417596
1484,161910.08879187077
1485,186750.8393482915
1486,198022.74327423354
1487,333055.4693370548
1488,234429.52650652942
1489,194516.8031294871
1490,228637.15881248788
1491,191539.84565524283
1492,86493.2687953115
1493,181552.38586625326
1494,294783.50160386256
1495,279806.287337018
1496,228840.7038011948
1497,168402.27145802
1498,165254.90530672533
1499,157539.14190027505
1500,161966.02858614866
1501,187434.8790895343
1502,138191.6595944612
1503,305477.7658906008
1504,252383.37801950655
1505,233467.0926198383
1506,186626.48931453432
1507,239724.13033561606
1508,204188.48072238386
1509,158538.0599379616
1510,143763.1738075626
1511,149921.3167127997
1512,164323.68598426573
1513,144010.23655641434
1514,163414.59788093154
1515,164574.1262418231
1516,160555.77823320313
1517,167715.2831087905
1518,130634.01930490318
1519,219706.7328109128
1520,125601.737653051
1521,123725.42083767714
1522,179118.1724503351
1523,110270.1879792292
1524,118607.88270440667
1525,122526.42009240498
1526,112523.59511826123
1527,101893.88419058576
1528,139851.49198600513
1529,152064.8348903797
1530,187462.7339881685
1531,116538.04749386827
1532,99003.27313326555
1533,149804.7915086558
1534,119024.98836444697
1535,141737.6250643725
1536,104597.50846344473
1537,53364.71780716851
1538,168275.06342336876
1539,184780.24093515225
1540,89932.25965726406
1541,142664.35129265563
1542,142763.1077452952
1543,182738.77758512556
1544,100572.17763384424
1545,113261.1522416617
1546,140408.50546111623
1547,143416.8118596898
1548,143293.24960072176
1549,134062.03560537816
1550,132579.06238814906
1551,100017.81223861652
1552,133323.82827649658
1553,158468.62375416653
1554,116819.05334951954
1555,163148.71389236845
1556,106159.19896884561
1557,107469.02479704132
1558,95866.3676118639
1559,91020.85095722704
1560,138199.2078623778
1561,142583.39847816402
1562,128612.73915297708
1563,119958.59531694297
1564,156964.46561112214
1565,141158.32054460494
1566,248676.71858053838
1567,70188.37613499137
1568,250802.921903467
1569,131829.14306866747
1570,138993.21855030203
1571,125105.27033206109
1572,141600.1313731455
1573,227453.27788333883
1574,129062.17410369264
1575,217970.14449072132
1576,263706.8284424729
1577,184857.20274498526
1578,133476.78842108962
1579,142339.62673073297
1580,189646.23700853076
1581,163669.3702069992
1582,124640.98487189843
1583,312092.53390681144
1584,221040.14467144455
1585,140226.60448790758
1586,79598.2256962074
1587,97956.93087589733
1588,153011.4151652555
1589,87241.55381990863
1590,131156.3396073983
1591,95772.03059231804
1592,97181.13664299545
1593,118254.62912609016
1594,143521.09909853173
1595,110022.28595883936
1596,227989.41720918458
1597,201059.35368673666
1598,211941.52865169165
1599,151484.7850080252
1600,159827.74245463297
1601,79078.8614715276
1602,112316.6483312089
1603,93162.25161369215
1604,256241.43928076982
1605,238699.39420727314
1606,170886.795255097
1607,186701.27424074963
1608,225715.82332433402
1609,179771.17964441437
1610,157079.0811065106
1611,138996.37339939526
1612,167792.8474786342
1613,165974.4684248681
1614,123166.5316572949
1615,90770.19374670298
1616,69785.89894517713
1617,87005.5315703822
1618,128559.61032944196
1619,145050.44676251383
1620,154807.2024528626
1621,132864.12739790336
1622,140907.37412001585
1623,256353.0609609436
1624,220845.6886110003
1625,117528.26345313266
1626,168901.25685536722
1627,190808.95241453254
1628,269777.2279789234
1629,168005.5635125918
1630,335910.00690630917
1631,230457.57610625972
1632,249809.91497080764
1633,174152.81481408197
1634,189461.83738429451
1635,180183.25266507306
1636,146265.89013099842
1637,193766.51587871453
1638,188295.68871091437
1639,177004.90984979089
1640,244545.7302699725
1641,169771.05747238977
1642,232567.59816097314
1643,221378.15489128893
1644,237741.23530739595
1645,187223.4500935376
1646,161179.68207060918
1647,152001.3957139159
1648,134786.8031281458
1649,147705.1862713168
1650,115984.15416392179
1651,127367.09571259604
1652,104611.31983381847
1653,105626.21072102668
1654,137254.04200284337
1655,123424.43972238777
1656,137828.83513012776
1657,142031.45500983272
1658,142517.84666605166
1659,117439.21738261908
1660,146513.01451938998
1661,456571.9539006604
1662,370885.17202898447
1663,393325.8312189051
1664,542131.3350079713
1665,322053.8490129027
1666,318990.6500782546
1667,372287.56686962495
1668,346895.3442317679
1669,282348.3887642256
1670,335198.8214865785
1671,260744.1089434166
1672,453306.9137138186
1673,299196.5866437059
1674,263191.95952291664
1675,199479.54694509125
1676,199347.5459776246
1677,227449.50148477068
1678,528945.1382779954
1679,371019.3372056572
1680,329759.4387705153
1681,247995.1263912283
1682,307019.179299859
1683,184564.92607937995
1684,176613.7023737959
1685,174782.86682821182
1686,165531.1996554378
1687,167571.3596829887
1688,195106.556467858
1689,197455.03773745894
1690,198470.55321609366
1691,191348.42051091473
1692,249888.0501319192
1693,162253.54451081433
1694,182998.45098784196
1695,157966.21397946778
1696,273665.2631270368
1697,163416.5518059552
1698,338059.48473912507
1699,333154.2653866674
1700,249240.94936416732
1701,278134.7335979541
1702,252757.66692687897
1703,243211.43837462258
1704,275441.58951823233
1705,240941.37194207535
1706,410571.99389368464
1707,211623.43271019406
1708,208389.2297957041
1709,296408.21207676426
1710,242055.92089889504
1711,272846.09222198505
1712,263127.44392383477
1713,265689.2134141361
1714,226513.84469678628
1715,208438.90542061607
1716,185390.03566210042
1717,182038.69932970832
1718,138517.09890079175
1719,203693.41429158495
1720,235210.70093844738
1721,165724.31757510174
1722,132594.96017253542
1723,155179.2856433293
1724,198714.44774829352
1725,232651.24309028988
1726,180622.1212746989
1727,158736.33949729698
1728,167306.2012092549
1729,168043.83111686516
1730,157437.41614863797
1731,111827.6162139484
1732,134465.47829074177
1733,111316.47898784332
1734,124453.14274635229
1735,130208.06117778171
1736,105476.36390118023
1737,328221.7759284508
1738,250940.40403079768
1739,235737.46496397594
1740,229199.6417513166
1741,208709.07559135245
1742,169780.5304109052
1743,171318.65675581037
1744,341421.5548024636
1745,226063.99062825998
1746,164472.6590436343
1747,221077.70397118
1748,206376.00533907572
1749,143760.77105049373
1750,113773.95008343468
1751,244831.12177414866
1752,119415.809504004
1753,147754.3363131287
1754,199196.50348340746
1755,170245.09120037258
1756,136441.2576731072
1757,121948.38644296183
1758,135049.8575630788
1759,155918.08576857756
1760,171964.2080980206
1761,154286.36838251012
1762,174824.05453737942
1763,173752.62195089573
1764,118686.45097160012
1765,156632.4107313905
1766,179813.9617901016
1767,218777.34651773702
1768,140876.49653607464
1769,167392.3605712708
1770,160878.79684134794
1771,128874.9810214636
1772,133694.0090791775
1773,122778.72636369213
1774,148172.767174202
1775,142723.54138983754
1776,117719.49808688999
1777,106329.52738448251
1778,142258.28379648228
1779,130842.89430756735
1780,162557.01303661164
1781,128825.64753247813
